filename,class_name,class_id,original_capture_folder,shot_by,annotated_by,split,num_boxes,is_pruned,canonical_reference,prune_reason,meta_cluster
001_azn_00212.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00212.jpg,retained,3
001_azn_00213.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00213.jpg,retained,3
001_azn_00214.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00214.jpg,retained,3
001_azn_00215.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00215.jpg,retained,3
001_azn_00216.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00216.jpg,retained,3
001_azn_00217.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00217.jpg,retained,3
001_azn_00218.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00218.jpg,retained,3
001_azn_00219.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00219.jpg,retained,3
001_azn_00220.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,pruned,1,True,001_azn_00219.jpg,near_duplicate_burst,-1
001_azn_00221.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,val,1,False,001_azn_00221.jpg,retained,3
001_azn_00222.jpg,001_azn,0,Gulnar/random/1/Mekan_01,gulnar,avaz,pruned,2,True,001_azn_00229.jpg,near_duplicate_burst,-1
001_azn_00251.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00251.jpg,retained,48
001_azn_00252.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00252.jpg,retained,48
001_azn_00253.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00253.jpg,retained,48
001_azn_00254.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00254.jpg,retained,48
001_azn_00255.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00255.jpg,retained,48
001_azn_00256.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00256.jpg,retained,48
001_azn_00257.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00257.jpg,retained,48
001_azn_00258.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00258.jpg,retained,48
001_azn_00259.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00259.jpg,retained,48
001_azn_00260.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00260.jpg,retained,48
001_azn_00261.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00261.jpg,retained,48
001_azn_00262.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00262.jpg,retained,48
001_azn_00263.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00263.jpg,retained,48
001_azn_00264.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00264.jpg,retained,48
001_azn_00265.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00265.jpg,retained,48
001_azn_00266.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00266.jpg,retained,48
001_azn_00267.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00267.jpg,retained,48
001_azn_00268.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00268.jpg,retained,48
001_azn_00269.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00269.jpg,retained,48
001_azn_00270.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00270.jpg,retained,48
001_azn_00271.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00271.jpg,retained,48
001_azn_00272.jpg,001_azn,0,Hasan/1manat/Mekan_02,hasan,avaz,train,1,False,001_azn_00272.jpg,retained,48
001_azn_00315.jpg,001_azn,0,Kazim/1azn/Mekan_01,kazim,avaz,train,1,False,001_azn_00315.jpg,retained,21
001_azn_00316.jpg,001_azn,0,Kazim/1azn/Mekan_01,kazim,avaz,train,1,False,001_azn_00316.jpg,retained,21
001_azn_00317.jpg,001_azn,0,Kazim/1azn/Mekan_01,kazim,avaz,train,1,False,001_azn_00317.jpg,retained,21
001_azn_00318.jpg,001_azn,0,Kazim/1azn/Mekan_01,kazim,avaz,train,1,False,001_azn_00318.jpg,retained,21
001_azn_00319.jpg,001_azn,0,Kazim/1azn/Mekan_01,kazim,avaz,train,1,False,001_azn_00319.jpg,retained,21
001_azn_00320.jpg,001_azn,0,Kazim/1azn/Mekan_01,kazim,avaz,train,1,False,001_azn_00320.jpg,retained,21
001_azn_00402.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00402.jpg,retained,11
001_azn_00403.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00403.jpg,retained,11
001_azn_00404.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00404.jpg,retained,11
001_azn_00405.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00405.jpg,retained,11
001_azn_00406.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00406.jpg,retained,11
001_azn_00407.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00407.jpg,retained,11
001_azn_00408.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00408.jpg,retained,11
001_azn_00409.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00409.jpg,retained,11
001_azn_00410.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00410.jpg,retained,11
001_azn_00411.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00411.jpg,retained,11
001_azn_00412.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00412.jpg,retained,11
001_azn_00413.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00413.jpg,retained,11
001_azn_00414.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00414.jpg,retained,11
001_azn_00415.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00415.jpg,retained,11
001_azn_00416.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00416.jpg,retained,11
001_azn_00417.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00417.jpg,retained,11
001_azn_00418.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00418.jpg,retained,11
001_azn_00419.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00419.jpg,retained,11
001_azn_00420.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00420.jpg,retained,11
001_azn_00421.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00421.jpg,retained,11
001_azn_00422.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00422.jpg,retained,11
001_azn_00423.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00423.jpg,retained,11
001_azn_00424.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00424.jpg,retained,11
001_azn_00425.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00425.jpg,retained,11
001_azn_00426.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00426.jpg,retained,11
001_azn_00427.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,pruned,0,True,,unannotated_empty_label,-1
001_azn_00428.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00428.jpg,retained,11
001_azn_00429.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00429.jpg,retained,11
001_azn_00430.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00430.jpg,retained,11
001_azn_00431.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00431.jpg,retained,11
001_azn_00432.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00432.jpg,retained,11
001_azn_00433.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00433.jpg,retained,11
001_azn_00434.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00434.jpg,retained,11
001_azn_00435.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00435.jpg,retained,11
001_azn_00436.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00436.jpg,retained,11
001_azn_00437.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00437.jpg,retained,11
001_azn_00438.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00438.jpg,retained,11
001_azn_00439.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,pruned,0,True,,unannotated_empty_label,-1
001_azn_00440.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00440.jpg,retained,11
001_azn_00441.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00441.jpg,retained,11
001_azn_00442.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00442.jpg,retained,11
001_azn_00443.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00443.jpg,retained,11
001_azn_00444.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00444.jpg,retained,11
001_azn_00445.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00445.jpg,retained,11
001_azn_00446.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00446.jpg,retained,11
001_azn_00447.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00447.jpg,retained,11
001_azn_00448.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00448.jpg,retained,11
001_azn_00449.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00449.jpg,retained,11
001_azn_00450.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00450.jpg,retained,11
001_azn_00451.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00451.jpg,retained,11
001_azn_00452.jpg,001_azn,0,Avaz1/1 azn,avaz1,avaz,train,1,False,001_azn_00452.jpg,retained,11
005_azn_00034.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00034.jpg,retained,0
005_azn_00035.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00035.jpg,retained,0
005_azn_00036.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00036.jpg,retained,0
005_azn_00037.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00037.jpg,retained,0
005_azn_00038.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00038.jpg,retained,0
005_azn_00039.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00039.jpg,retained,0
005_azn_00040.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00040.jpg,retained,0
005_azn_00041.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00041.jpg,retained,0
005_azn_00042.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00042.jpg,retained,0
005_azn_00043.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00043.jpg,retained,0
005_azn_00044.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00044.jpg,retained,0
005_azn_00045.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00045.jpg,retained,0
005_azn_00046.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00046.jpg,retained,0
005_azn_00047.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00047.jpg,retained,0
005_azn_00048.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00048.jpg,retained,0
005_azn_00049.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00049.jpg,retained,0
005_azn_00050.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00050.jpg,retained,0
005_azn_00051.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00051.jpg,retained,0
005_azn_00052.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00052.jpg,retained,0
005_azn_00053.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00053.jpg,retained,0
005_azn_00054.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00054.jpg,retained,0
005_azn_00055.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00055.jpg,retained,0
005_azn_00056.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00056.jpg,retained,0
005_azn_00057.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00057.jpg,retained,0
005_azn_00058.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00058.jpg,retained,0
005_azn_00059.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00059.jpg,retained,0
005_azn_00060.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00060.jpg,retained,0
005_azn_00061.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00061.jpg,retained,0
005_azn_00062.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00062.jpg,retained,0
005_azn_00063.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00063.jpg,retained,0
005_azn_00064.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00064.jpg,retained,0
005_azn_00065.jpg,005_azn,1,Avaz1/5 manat/Mekan_01,avaz1,avaz,train,1,False,005_azn_00065.jpg,retained,0
005_azn_00066.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00066.jpg,retained,2
005_azn_00067.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00067.jpg,retained,2
005_azn_00068.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00068.jpg,retained,2
005_azn_00069.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00069.jpg,retained,2
005_azn_00070.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00070.jpg,retained,2
005_azn_00071.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00071.jpg,retained,2
005_azn_00072.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00072.jpg,retained,2
005_azn_00073.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00073.jpg,retained,2
005_azn_00074.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00074.jpg,retained,2
005_azn_00075.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00075.jpg,retained,2
005_azn_00076.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00076.jpg,retained,2
005_azn_00077.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00077.jpg,retained,2
005_azn_00078.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00078.jpg,retained,2
005_azn_00079.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00079.jpg,retained,2
005_azn_00080.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00080.jpg,retained,2
005_azn_00081.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00081.jpg,retained,2
005_azn_00082.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00082.jpg,retained,2
005_azn_00083.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00083.jpg,retained,2
005_azn_00084.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00084.jpg,retained,2
005_azn_00085.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00085.jpg,retained,2
005_azn_00086.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00086.jpg,retained,2
005_azn_00087.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00087.jpg,retained,2
005_azn_00088.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00088.jpg,retained,2
005_azn_00089.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00089.jpg,retained,2
005_azn_00090.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00090.jpg,retained,2
005_azn_00091.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00091.jpg,retained,2
005_azn_00092.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00092.jpg,retained,2
005_azn_00093.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00093.jpg,retained,2
005_azn_00094.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00094.jpg,retained,2
005_azn_00095.jpg,005_azn,1,Avaz1/5 manat/Mekan_02,avaz1,avaz,train,1,False,005_azn_00095.jpg,retained,2
005_azn_00134.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00134.jpg,retained,23
005_azn_00135.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00135.jpg,retained,23
005_azn_00136.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00136.jpg,retained,23
005_azn_00137.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00137.jpg,retained,23
005_azn_00138.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00138.jpg,retained,23
005_azn_00139.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00139.jpg,retained,23
005_azn_00140.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00140.jpg,retained,23
005_azn_00141.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00141.jpg,retained,23
005_azn_00142.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00142.jpg,retained,23
005_azn_00143.jpg,005_azn,1,Avaz1/5 manat/Mekan_04,avaz1,avaz,train,1,False,005_azn_00143.jpg,retained,23
005_azn_00214.jpg,005_azn,1,Gulnar/random/5/Mekan_02,gulnar,avaz,val,1,False,005_azn_00214.jpg,retained,9
005_azn_00215.jpg,005_azn,1,Gulnar/random/5/Mekan_02,gulnar,avaz,val,1,False,005_azn_00215.jpg,retained,9
005_azn_00216.jpg,005_azn,1,Gulnar/random/5/Mekan_02,gulnar,avaz,val,1,False,005_azn_00216.jpg,retained,9
005_azn_00217.jpg,005_azn,1,Gulnar/random/5/Mekan_02,gulnar,avaz,val,1,False,005_azn_00217.jpg,retained,9
005_azn_00218.jpg,005_azn,1,Gulnar/random/5/Mekan_02,gulnar,avaz,val,1,False,005_azn_00218.jpg,retained,9
010_azn_00034.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00034.jpg,retained,0
010_azn_00035.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00035.jpg,retained,0
010_azn_00036.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00036.jpg,retained,0
010_azn_00037.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00037.jpg,retained,0
010_azn_00038.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00038.jpg,retained,0
010_azn_00039.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00039.jpg,retained,0
010_azn_00040.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00040.jpg,retained,0
010_azn_00041.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00041.jpg,retained,0
010_azn_00042.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00042.jpg,retained,0
010_azn_00043.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00043.jpg,retained,0
010_azn_00044.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00044.jpg,retained,0
010_azn_00045.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00045.jpg,retained,0
010_azn_00046.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00046.jpg,retained,0
010_azn_00047.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00047.jpg,retained,0
010_azn_00048.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00048.jpg,retained,0
010_azn_00049.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00049.jpg,retained,0
010_azn_00050.jpg,010_azn,2,Avaz1/10/Mekan_01,avaz1,avaz,train,1,False,010_azn_00050.jpg,retained,0
